"","n","k","Largos","distri"
"4743",90,21,15,1
"4744",90,21,20,1
"4745",90,21,7,1
"4746",90,21,8,1
"4747",90,21,8,1
"4748",90,21,7,1
"4749",90,21,21,1
"4750",90,21,15,1
"4751",90,21,21,1
"4752",90,21,18,1
"4753",90,21,26,1
"4754",90,21,11,1
"4755",90,21,54,1
"4756",90,21,14,1
"4757",90,21,14,1
"4758",90,21,6,1
"4759",90,21,16,1
"4760",90,21,7,1
"4761",90,21,7,1
"4762",90,21,10,1
"4763",90,21,9,1
"4764",90,21,17,1
"4765",90,21,8,1
"4766",90,21,16,1
"4767",90,21,19,1
"4768",90,21,23,1
"4769",90,21,24,1
"4770",90,21,6,1
"4771",90,21,13,1
"4772",90,21,8,1
"4773",90,21,14,1
"4774",90,21,11,1
"4775",90,21,39,1
"4776",90,21,31,1
"4777",90,21,7,1
"4778",90,21,8,1
"4779",90,21,7,1
"4780",90,21,10,1
"4781",90,21,15,1
"4782",90,21,17,1
"4783",90,21,23,1
"4784",90,21,44,1
"4785",90,21,13,1
"4786",90,21,6,1
"4787",90,21,31,1
"4788",90,21,25,1
"4789",90,21,9,1
"4790",90,21,17,1
"4791",90,21,11,1
"4792",90,21,6,1
"4793",90,21,10,1
"4794",90,21,7,1
"4795",90,21,11,1
"4796",90,21,18,1
"4797",90,21,17,1
"4798",90,21,21,1
"4799",90,21,34,1
"4800",90,21,10,1
"4801",40,24,83,1
"4802",40,24,35,1
"4803",40,24,5,1
"4804",40,24,14,1
"4805",40,24,21,1
"4806",40,24,9,1
"4807",40,24,9,1
"4808",40,24,8,1
"4809",40,24,16,1
"4810",40,24,8,1
"4811",40,24,20,1
"4812",40,24,43,1
"4813",40,24,12,1
"4814",40,24,23,1
"4815",40,24,12,1
"4816",40,24,16,1
"4817",40,24,6,1
"4818",40,24,20,1
"4819",40,24,16,1
"4820",40,24,16,1
"4821",40,24,21,1
"4822",40,24,21,1
"4823",40,24,18,1
"4824",40,24,11,1
"4825",40,24,83,1
"4826",40,24,7,1
"4827",40,24,21,1
"4828",40,24,17,1
"4829",40,24,11,1
"4830",40,24,8,1
"4831",40,24,15,1
"4832",40,24,2,1
"4833",40,24,36,1
"4834",40,24,128,1
"4835",40,24,19,1
"4836",40,24,12,1
"4837",40,24,17,1
"4838",40,24,27,1
"4839",40,24,20,1
"4840",40,24,29,1
"4841",40,24,15,1
"4842",40,24,19,1
"4843",40,24,6,1
"4844",40,24,65,1
"4845",40,24,16,1
"4846",40,24,5,1
"4847",40,24,16,1
"4848",40,24,6,1
"4849",40,24,22,1
"4850",40,24,17,1
"4851",40,24,15,1
"4852",40,24,13,1
"4853",40,24,64,1
"4854",40,24,68,1
"4855",40,24,6,1
"4856",40,24,3,1
"4857",40,24,8,1
"4858",40,24,8,1
"4859",40,24,10,1
"4860",40,24,22,1
"4861",40,24,22,1
"4862",40,24,20,1
"4863",40,24,19,1
"4864",40,24,11,1
"4865",40,24,8,1
"4866",40,24,10,1
"4867",40,24,26,1
"4868",40,24,18,1
"4869",40,24,13,1
"4870",40,24,10,1
"4871",40,24,12,1
"4872",40,24,10,1
"4873",40,24,19,1
"4874",40,24,10,1
"4875",40,24,15,1
"4876",40,24,12,1
"4877",40,24,22,1
"4878",40,24,17,1
"4879",40,24,5,1
"4880",40,24,21,1
"4881",40,24,5,1
"4882",40,24,15,1
"4883",40,24,28,1
"4884",40,24,28,1
"4885",40,24,18,1
"4886",40,24,21,1
"4887",40,24,20,1
"4888",40,24,13,1
"4889",40,24,8,1
"4890",40,24,2,1
"4891",40,24,10,1
"4892",40,24,24,1
"4893",40,24,10,1
"4894",40,24,8,1
"4895",40,24,10,1
"4896",40,24,18,1
"4897",40,24,13,1
"4898",40,24,8,1
"4899",40,24,5,1
"4900",40,24,27,1
"4901",40,24,77,1
"4902",40,24,22,1
"4903",40,24,17,1
"4904",40,24,4,1
"4905",40,24,34,1
"4906",40,24,12,1
"4907",40,24,18,1
"4908",40,24,7,1
"4909",40,24,3,1
"4910",40,24,2,1
"4911",40,24,4,1
"4912",40,24,17,1
"4913",40,24,7,1
"4914",40,24,14,1
"4915",40,24,11,1
"4916",40,24,24,1
"4917",40,24,39,1
"4918",40,24,21,1
"4919",40,24,14,1
"4920",40,24,14,1
"4921",40,24,7,1
"4922",40,24,9,1
"4923",40,24,18,1
"4924",40,24,8,1
"4925",40,24,28,1
"4926",40,24,5,1
"4927",40,24,39,1
"4928",40,24,34,1
"4929",40,24,15,1
"4930",40,24,29,1
"4931",40,24,15,1
"4932",40,24,4,1
"4933",40,24,13,1
"4934",40,24,4,1
"4935",40,24,15,1
"4936",40,24,20,1
"4937",40,24,19,1
"4938",40,24,13,1
"4939",40,24,4,1
"4940",40,24,24,1
"4941",40,24,27,1
"4942",40,24,14,1
"4943",40,24,14,1
"4944",40,24,4,1
"4945",40,24,13,1
"4946",40,24,16,1
"4947",40,24,15,1
"4948",40,24,13,1
"4949",40,24,83,1
"4950",40,24,11,1
"4951",40,24,7,1
"4952",40,24,11,1
"4953",40,24,149,1
"4954",40,24,19,1
"4955",40,24,14,1
"4956",40,24,13,1
"4957",40,24,11,1
"4958",40,24,21,1
"4959",40,24,13,1
"4960",40,24,4,1
"4961",40,24,6,1
"4962",40,24,10,1
"4963",40,24,14,1
"4964",40,24,20,1
"4965",40,24,4,1
"4966",40,24,16,1
"4967",40,24,3,1
"4968",40,24,8,1
"4969",40,24,8,1
"4970",40,24,17,1
"4971",40,24,9,1
"4972",40,24,11,1
"4973",40,24,47,1
"4974",40,24,13,1
"4975",40,24,60,1
"4976",40,24,15,1
"4977",40,24,23,1
"4978",40,24,27,1
"4979",40,24,15,1
"4980",40,24,26,1
"4981",40,24,18,1
"4982",40,24,13,1
"4983",40,24,31,1
"4984",40,24,23,1
"4985",40,24,35,1
"4986",40,24,13,1
"4987",40,24,17,1
"4988",40,24,14,1
"4989",40,24,8,1
"4990",40,24,8,1
"4991",40,24,45,1
"4992",40,24,22,1
"4993",40,24,6,1
"4994",40,24,51,1
"4995",40,24,22,1
"4996",40,24,8,1
"4997",40,24,84,1
"4998",40,24,16,1
"4999",40,24,14,1
"5000",40,24,11,1
"5001",50,24,5,1
"5002",50,24,37,1
"5003",50,24,51,1
"5004",50,24,16,1
"5005",50,24,12,1
"5006",50,24,14,1
"5007",50,24,18,1
"5008",50,24,11,1
"5009",50,24,3,1
"5010",50,24,16,1
"5011",50,24,16,1
"5012",50,24,80,1
"5013",50,24,88,1
"5014",50,24,41,1
"5015",50,24,5,1
"5016",50,24,50,1
"5017",50,24,14,1
"5018",50,24,22,1
"5019",50,24,8,1
"5020",50,24,8,1
"5021",50,24,9,1
"5022",50,24,18,1
"5023",50,24,11,1
"5024",50,24,10,1
"5025",50,24,22,1
"5026",50,24,28,1
"5027",50,24,33,1
"5028",50,24,17,1
"5029",50,24,15,1
"5030",50,24,25,1
"5031",50,24,13,1
"5032",50,24,15,1
"5033",50,24,16,1
"5034",50,24,14,1
"5035",50,24,89,1
"5036",50,24,9,1
"5037",50,24,14,1
"5038",50,24,25,1
"5039",50,24,114,1
"5040",50,24,8,1
"5041",50,24,15,1
"5042",50,24,28,1
"5043",50,24,10,1
"5044",50,24,13,1
"5045",50,24,24,1
"5046",50,24,33,1
"5047",50,24,66,1
"5048",50,24,14,1
"5049",50,24,5,1
"5050",50,24,13,1
"5051",50,24,29,1
"5052",50,24,19,1
"5053",50,24,29,1
"5054",50,24,3,1
"5055",50,24,6,1
"5056",50,24,12,1
"5057",50,24,20,1
"5058",50,24,8,1
"5059",50,24,32,1
"5060",50,24,5,1
"5061",50,24,13,1
"5062",50,24,112,1
"5063",50,24,49,1
"5064",50,24,7,1
"5065",50,24,14,1
"5066",50,24,10,1
"5067",50,24,17,1
"5068",50,24,77,1
"5069",50,24,4,1
"5070",50,24,36,1
"5071",50,24,114,1
"5072",50,24,37,1
"5073",50,24,61,1
"5074",50,24,14,1
"5075",50,24,2,1
"5076",50,24,10,1
"5077",50,24,25,1
"5078",50,24,88,1
"5079",50,24,30,1
"5080",50,24,23,1
"5081",50,24,23,1
"5082",50,24,45,1
"5083",50,24,12,1
"5084",50,24,12,1
"5085",50,24,16,1
"5086",50,24,20,1
"5087",50,24,12,1
"5088",50,24,17,1
"5089",50,24,17,1
"5090",50,24,8,1
"5091",50,24,19,1
"5092",50,24,18,1
"5093",50,24,26,1
"5094",50,24,28,1
"5095",50,24,6,1
"5096",50,24,14,1
"5097",50,24,11,1
"5098",50,24,14,1
"5099",50,24,8,1
"5100",50,24,70,1
"5101",50,24,11,1
"5102",50,24,14,1
"5103",50,24,61,1
"5104",50,24,11,1
"5105",50,24,210,1
"5106",50,24,17,1
"5107",50,24,15,1
"5108",50,24,44,1
"5109",50,24,14,1
"5110",50,24,12,1
"5111",50,24,14,1
"5112",50,24,5,1
"5113",50,24,24,1
"5114",50,24,97,1
"5115",50,24,5,1
"5116",50,24,13,1
"5117",50,24,11,1
"5118",50,24,8,1
"5119",50,24,25,1
"5120",50,24,20,1
"5121",50,24,30,1
"5122",50,24,27,1
"5123",50,24,18,1
"5124",50,24,21,1
"5125",50,24,3,1
"5126",50,24,56,1
"5127",50,24,50,1
"5128",50,24,2,1
"5129",50,24,15,1
"5130",50,24,12,1
"5131",50,24,9,1
"5132",50,24,11,1
"5133",50,24,6,1
"5134",50,24,29,1
"5135",50,24,58,1
"5136",50,24,62,1
"5137",50,24,23,1
"5138",50,24,19,1
"5139",50,24,63,1
"5140",50,24,21,1
"5141",50,24,14,1
"5142",50,24,33,1
"5143",50,24,4,1
"5144",50,24,9,1
"5145",50,24,28,1
"5146",50,24,18,1
"5147",50,24,19,1
"5148",50,24,8,1
"5149",50,24,47,1
"5150",50,24,7,1
"5151",50,24,29,1
"5152",50,24,12,1
"5153",50,24,109,1
"5154",50,24,12,1
"5155",50,24,10,1
"5156",50,24,13,1
"5157",50,24,16,1
"5158",50,24,13,1
"5159",50,24,5,1
"5160",50,24,8,1
"5161",50,24,15,1
"5162",50,24,5,1
"5163",50,24,14,1
"5164",50,24,45,1
"5165",50,24,15,1
"5166",50,24,10,1
"5167",50,24,132,1
"5168",50,24,100,1
"5169",50,24,7,1
"5170",50,24,3,1
"5171",50,24,14,1
"5172",50,24,13,1
"5173",50,24,5,1
"5174",50,24,14,1
"5175",50,24,8,1
"5176",50,24,38,1
"5177",50,24,14,1
"5178",50,24,10,1
"5179",50,24,50,1
"5180",50,24,27,1
"5181",50,24,10,1
"5182",50,24,48,1
"5183",50,24,9,1
"5184",50,24,34,1
"5185",50,24,10,1
"5186",50,24,21,1
"5187",50,24,64,1
"5188",50,24,31,1
"5189",50,24,15,1
"5190",50,24,2,1
"5191",50,24,36,1
"5192",50,24,14,1
"5193",50,24,15,1
"5194",50,24,13,1
"5195",50,24,14,1
"5196",50,24,16,1
"5197",50,24,8,1
"5198",50,24,25,1
"5199",50,24,3,1
"5200",50,24,40,1
"5201",60,24,7,1
"5202",60,24,12,1
"5203",60,24,17,1
"5204",60,24,19,1
"5205",60,24,9,1
"5206",60,24,28,1
"5207",60,24,11,1
"5208",60,24,13,1
"5209",60,24,16,1
"5210",60,24,14,1
"5211",60,24,24,1
"5212",60,24,11,1
"5213",60,24,34,1
"5214",60,24,13,1
"5215",60,24,33,1
"5216",60,24,29,1
"5217",60,24,57,1
"5218",60,24,17,1
"5219",60,24,7,1
"5220",60,24,10,1
"5221",60,24,161,1
"5222",60,24,6,1
"5223",60,24,9,1
"5224",60,24,104,1
"5225",60,24,99,1
"5226",60,24,25,1
"5227",60,24,14,1
"5228",60,24,23,1
"5229",60,24,11,1
"5230",60,24,9,1
"5231",60,24,6,1
"5232",60,24,14,1
"5233",60,24,14,1
"5234",60,24,83,1
"5235",60,24,24,1
"5236",60,24,15,1
"5237",60,24,8,1
"5238",60,24,25,1
"5239",60,24,21,1
"5240",60,24,9,1
"5241",60,24,4,1
"5242",60,24,14,1
"5243",60,24,7,1
"5244",60,24,40,1
"5245",60,24,22,1
"5246",60,24,11,1
"5247",60,24,65,1
"5248",60,24,33,1
"5249",60,24,24,1
"5250",60,24,10,1
"5251",60,24,13,1
"5252",60,24,15,1
"5253",60,24,11,1
"5254",60,24,69,1
"5255",60,24,15,1
"5256",60,24,21,1
"5257",60,24,4,1
"5258",60,24,5,1
"5259",60,24,8,1
"5260",60,24,52,1
"5261",60,24,35,1
"5262",60,24,26,1
"5263",60,24,5,1
"5264",60,24,39,1
"5265",60,24,10,1
"5266",60,24,6,1
"5267",60,24,33,1
"5268",60,24,13,1
"5269",60,24,6,1
"5270",60,24,16,1
"5271",60,24,16,1
"5272",60,24,40,1
"5273",60,24,6,1
"5274",60,24,17,1
"5275",60,24,6,1
"5276",60,24,13,1
"5277",60,24,8,1
"5278",60,24,4,1
"5279",60,24,29,1
"5280",60,24,14,1
"5281",60,24,12,1
"5282",60,24,48,1
"5283",60,24,28,1
"5284",60,24,15,1
"5285",60,24,36,1
"5286",60,24,32,1
"5287",60,24,8,1
"5288",60,24,17,1
"5289",60,24,17,1
"5290",60,24,9,1
"5291",60,24,4,1
"5292",60,24,27,1
"5293",60,24,15,1
"5294",60,24,21,1
"5295",60,24,19,1
"5296",60,24,20,1
"5297",60,24,10,1
"5298",60,24,9,1
"5299",60,24,3,1
"5300",60,24,12,1
"5301",60,24,29,1
"5302",60,24,11,1
"5303",60,24,7,1
"5304",60,24,7,1
"5305",60,24,14,1
"5306",60,24,14,1
"5307",60,24,107,1
"5308",60,24,8,1
"5309",60,24,34,1
"5310",60,24,26,1
"5311",60,24,8,1
"5312",60,24,32,1
"5313",60,24,7,1
"5314",60,24,14,1
"5315",60,24,4,1
"5316",60,24,33,1
"5317",60,24,26,1
"5318",60,24,14,1
"5319",60,24,66,1
"5320",60,24,28,1
"5321",60,24,42,1
"5322",60,24,3,1
"5323",60,24,91,1
"5324",60,24,15,1
"5325",60,24,30,1
"5326",60,24,36,1
"5327",60,24,7,1
"5328",60,24,234,1
"5329",60,24,17,1
"5330",60,24,8,1
"5331",60,24,12,1
"5332",60,24,17,1
"5333",60,24,27,1
"5334",60,24,15,1
"5335",60,24,22,1
"5336",60,24,13,1
"5337",60,24,11,1
"5338",60,24,25,1
"5339",60,24,55,1
"5340",60,24,13,1
"5341",60,24,19,1
"5342",60,24,8,1
"5343",60,24,18,1
"5344",60,24,8,1
"5345",60,24,20,1
"5346",60,24,15,1
"5347",60,24,9,1
"5348",60,24,32,1
"5349",60,24,18,1
"5350",60,24,9,1
"5351",60,24,20,1
"5352",60,24,15,1
"5353",60,24,7,1
"5354",60,24,26,1
"5355",60,24,25,1
"5356",60,24,21,1
"5357",60,24,14,1
"5358",60,24,21,1
"5359",60,24,14,1
"5360",60,24,37,1
"5361",60,24,34,1
"5362",60,24,59,1
"5363",60,24,8,1
"5364",60,24,10,1
"5365",60,24,18,1
"5366",60,24,6,1
"5367",60,24,18,1
"5368",60,24,19,1
"5369",60,24,14,1
"5370",60,24,24,1
"5371",60,24,22,1
"5372",60,24,4,1
"5373",60,24,12,1
"5374",60,24,5,1
"5375",60,24,5,1
"5376",60,24,9,1
"5377",60,24,16,1
"5378",60,24,30,1
"5379",60,24,5,1
"5380",60,24,23,1
"5381",60,24,10,1
"5382",60,24,11,1
"5383",60,24,35,1
"5384",60,24,5,1
"5385",60,24,97,1
"5386",60,24,16,1
"5387",60,24,20,1
"5388",60,24,11,1
"5389",60,24,69,1
"5390",60,24,31,1
"5391",60,24,63,1
"5392",60,24,16,1
"5393",60,24,12,1
"5394",60,24,46,1
"5395",60,24,5,1
"5396",60,24,10,1
"5397",60,24,41,1
"5398",60,24,28,1
"5399",60,24,24,1
"5400",60,24,19,1
"5401",70,24,10,1
"5402",70,24,24,1
"5403",70,24,18,1
"5404",70,24,11,1
"5405",70,24,33,1
"5406",70,24,10,1
"5407",70,24,23,1
"5408",70,24,52,1
"5409",70,24,18,1
"5410",70,24,8,1
"5411",70,24,20,1
"5412",70,24,7,1
"5413",70,24,16,1
"5414",70,24,5,1
"5415",70,24,17,1
"5416",70,24,12,1
"5417",70,24,34,1
"5418",70,24,7,1
"5419",70,24,3,1
"5420",70,24,16,1
"5421",70,24,18,1
"5422",70,24,21,1
"5423",70,24,43,1
"5424",70,24,11,1
"5425",70,24,6,1
"5426",70,24,39,1
"5427",70,24,9,1
"5428",70,24,40,1
"5429",70,24,12,1
"5430",70,24,23,1
"5431",70,24,14,1
"5432",70,24,16,1
"5433",70,24,9,1
"5434",70,24,23,1
"5435",70,24,7,1
"5436",70,24,8,1
"5437",70,24,11,1
"5438",70,24,7,1
"5439",70,24,6,1
"5440",70,24,10,1
"5441",70,24,24,1
"5442",70,24,7,1
"5443",70,24,31,1
"5444",70,24,7,1
"5445",70,24,13,1
"5446",70,24,17,1
"5447",70,24,59,1
"5448",70,24,19,1
"5449",70,24,14,1
"5450",70,24,34,1
"5451",70,24,11,1
"5452",70,24,20,1
"5453",70,24,47,1
"5454",70,24,16,1
"5455",70,24,4,1
"5456",70,24,12,1
"5457",70,24,16,1
"5458",70,24,13,1
"5459",70,24,37,1
"5460",70,24,8,1
"5461",70,24,8,1
"5462",70,24,14,1
"5463",70,24,8,1
"5464",70,24,60,1
"5465",70,24,19,1
"5466",70,24,19,1
"5467",70,24,15,1
"5468",70,24,16,1
"5469",70,24,18,1
"5470",70,24,13,1
"5471",70,24,34,1
"5472",70,24,13,1
"5473",70,24,10,1
"5474",70,24,6,1
"5475",70,24,3,1
"5476",70,24,20,1
"5477",70,24,2,1
"5478",70,24,15,1
"5479",70,24,21,1
"5480",70,24,11,1
"5481",70,24,14,1
"5482",70,24,61,1
"5483",70,24,10,1
"5484",70,24,19,1
"5485",70,24,7,1
"5486",70,24,6,1
"5487",70,24,26,1
"5488",70,24,13,1
"5489",70,24,24,1
"5490",70,24,11,1
"5491",70,24,7,1
"5492",70,24,6,1
"5493",70,24,15,1
"5494",70,24,13,1
"5495",70,24,8,1
"5496",70,24,27,1
"5497",70,24,14,1
"5498",70,24,23,1
"5499",70,24,2,1
"5500",70,24,11,1
"5501",70,24,43,1
"5502",70,24,26,1
"5503",70,24,7,1
"5504",70,24,14,1
"5505",70,24,21,1
"5506",70,24,18,1
"5507",70,24,32,1
"5508",70,24,22,1
"5509",70,24,21,1
"5510",70,24,4,1
"5511",70,24,12,1
"5512",70,24,15,1
"5513",70,24,24,1
"5514",70,24,16,1
"5515",70,24,29,1
"5516",70,24,8,1
"5517",70,24,7,1
"5518",70,24,4,1
"5519",70,24,51,1
"5520",70,24,22,1
"5521",70,24,11,1
"5522",70,24,18,1
"5523",70,24,2,1
"5524",70,24,13,1
"5525",70,24,11,1
"5526",70,24,55,1
"5527",70,24,20,1
"5528",70,24,100,1
"5529",70,24,16,1
"5530",70,24,30,1
"5531",70,24,18,1
"5532",70,24,15,1
"5533",70,24,21,1
"5534",70,24,24,1
"5535",70,24,7,1
"5536",70,24,15,1
"5537",70,24,12,1
"5538",70,24,11,1
"5539",70,24,26,1
"5540",70,24,10,1
"5541",70,24,10,1
"5542",70,24,26,1
"5543",70,24,18,1
"5544",70,24,9,1
"5545",70,24,10,1
"5546",70,24,13,1
"5547",70,24,9,1
"5548",70,24,6,1
"5549",70,24,27,1
"5550",70,24,13,1
"5551",70,24,6,1
"5552",70,24,14,1
"5553",70,24,16,1
"5554",70,24,11,1
"5555",70,24,52,1
"5556",70,24,15,1
"5557",70,24,15,1
"5558",70,24,9,1
"5559",70,24,19,1
"5560",70,24,45,1
"5561",70,24,3,1
"5562",70,24,7,1
"5563",70,24,4,1
"5564",70,24,7,1
"5565",70,24,40,1
"5566",70,24,10,1
"5567",70,24,10,1
"5568",70,24,5,1
"5569",70,24,71,1
"5570",70,24,15,1
"5571",70,24,13,1
"5572",70,24,33,1
"5573",70,24,26,1
"5574",70,24,6,1
"5575",70,24,10,1
"5576",70,24,67,1
"5577",70,24,14,1
"5578",70,24,19,1
"5579",70,24,18,1
"5580",70,24,30,1
"5581",70,24,33,1
"5582",70,24,17,1
"5583",70,24,12,1
"5584",70,24,10,1
"5585",70,24,7,1
"5586",70,24,13,1
"5587",70,24,23,1
"5588",70,24,13,1
"5589",70,24,8,1
"5590",70,24,14,1
"5591",70,24,16,1
"5592",70,24,8,1
"5593",70,24,2,1
"5594",70,24,24,1
"5595",70,24,33,1
"5596",70,24,9,1
"5597",70,24,16,1
"5598",70,24,15,1
"5599",70,24,4,1
"5600",70,24,30,1
"5601",80,24,26,1
"5602",80,24,9,1
"5603",80,24,17,1
"5604",80,24,12,1
"5605",80,24,2,1
"5606",80,24,58,1
"5607",80,24,6,1
"5608",80,24,17,1
"5609",80,24,17,1
"5610",80,24,8,1
"5611",80,24,15,1
"5612",80,24,21,1
"5613",80,24,37,1
"5614",80,24,9,1
"5615",80,24,8,1
"5616",80,24,6,1
"5617",80,24,4,1
"5618",80,24,39,1
"5619",80,24,19,1
"5620",80,24,4,1
"5621",80,24,15,1
"5622",80,24,13,1
"5623",80,24,25,1
"5624",80,24,10,1
"5625",80,24,13,1
"5626",80,24,12,1
"5627",80,24,10,1
"5628",80,24,19,1
"5629",80,24,9,1
"5630",80,24,7,1
"5631",80,24,10,1
"5632",80,24,19,1
"5633",80,24,19,1
"5634",80,24,2,1
"5635",80,24,8,1
"5636",80,24,26,1
"5637",80,24,13,1
"5638",80,24,12,1
"5639",80,24,17,1
"5640",80,24,7,1
"5641",80,24,16,1
"5642",80,24,6,1
"5643",80,24,11,1
"5644",80,24,22,1
"5645",80,24,18,1
"5646",80,24,9,1
"5647",80,24,21,1
"5648",80,24,23,1
"5649",80,24,19,1
"5650",80,24,10,1
"5651",80,24,17,1
"5652",80,24,23,1
"5653",80,24,15,1
"5654",80,24,6,1
"5655",80,24,22,1
"5656",80,24,58,1
"5657",80,24,12,1
"5658",80,24,22,1
"5659",80,24,10,1
"5660",80,24,13,1
"5661",80,24,15,1
"5662",80,24,36,1
"5663",80,24,15,1
"5664",80,24,10,1
"5665",80,24,5,1
"5666",80,24,19,1
"5667",80,24,3,1
"5668",80,24,6,1
"5669",80,24,27,1
"5670",80,24,13,1
"5671",80,24,17,1
"5672",80,24,12,1
"5673",80,24,8,1
"5674",80,24,15,1
"5675",80,24,17,1
"5676",80,24,49,1
"5677",80,24,20,1
"5678",80,24,15,1
"5679",80,24,6,1
"5680",80,24,17,1
"5681",80,24,15,1
"5682",80,24,25,1
"5683",80,24,16,1
"5684",80,24,23,1
"5685",80,24,7,1
"5686",80,24,34,1
"5687",80,24,6,1
"5688",80,24,19,1
"5689",80,24,15,1
"5690",80,24,16,1
"5691",80,24,11,1
"5692",80,24,6,1
"5693",80,24,23,1
"5694",80,24,19,1
"5695",80,24,17,1
"5696",80,24,26,1
"5697",80,24,11,1
"5698",80,24,60,1
"5699",80,24,12,1
"5700",80,24,10,1
"5701",80,24,12,1
"5702",80,24,16,1
"5703",80,24,16,1
"5704",80,24,7,1
"5705",80,24,13,1
"5706",80,24,5,1
"5707",80,24,13,1
"5708",80,24,7,1
"5709",80,24,12,1
"5710",80,24,10,1
"5711",80,24,24,1
"5712",80,24,12,1
"5713",80,24,12,1
"5714",80,24,6,1
"5715",80,24,13,1
"5716",80,24,10,1
"5717",80,24,3,1
"5718",80,24,8,1
"5719",80,24,15,1
"5720",80,24,12,1
"5721",80,24,14,1
"5722",80,24,22,1
"5723",80,24,19,1
"5724",80,24,8,1
"5725",80,24,27,1
"5726",80,24,13,1
"5727",80,24,11,1
"5728",80,24,11,1
"5729",80,24,34,1
"5730",80,24,46,1
"5731",80,24,42,1
"5732",80,24,14,1
"5733",80,24,11,1
"5734",80,24,6,1
"5735",80,24,12,1
"5736",80,24,8,1
"5737",80,24,38,1
"5738",80,24,21,1
"5739",80,24,7,1
"5740",80,24,11,1
"5741",80,24,11,1
"5742",80,24,18,1
"5743",80,24,16,1
"5744",80,24,9,1
"5745",80,24,3,1
"5746",80,24,29,1
"5747",80,24,18,1
"5748",80,24,5,1
"5749",80,24,25,1
"5750",80,24,20,1
"5751",80,24,21,1
"5752",80,24,8,1
"5753",80,24,21,1
"5754",80,24,16,1
"5755",80,24,7,1
"5756",80,24,25,1
"5757",80,24,2,1
"5758",80,24,29,1
"5759",80,24,3,1
"5760",80,24,10,1
"5761",80,24,8,1
"5762",80,24,56,1
"5763",80,24,14,1
"5764",80,24,10,1
"5765",80,24,23,1
"5766",80,24,12,1
"5767",80,24,13,1
"5768",80,24,74,1
"5769",80,24,10,1
"5770",80,24,33,1
"5771",80,24,5,1
"5772",80,24,10,1
"5773",80,24,9,1
"5774",80,24,12,1
"5775",80,24,22,1
"5776",80,24,25,1
"5777",80,24,9,1
"5778",80,24,19,1
"5779",80,24,19,1
"5780",80,24,21,1
"5781",80,24,5,1
"5782",80,24,24,1
"5783",80,24,22,1
"5784",80,24,25,1
"5785",80,24,6,1
"5786",80,24,37,1
"5787",80,24,21,1
"5788",80,24,15,1
"5789",80,24,8,1
"5790",80,24,25,1
"5791",80,24,13,1
"5792",80,24,24,1
"5793",80,24,10,1
"5794",80,24,7,1
"5795",80,24,2,1
"5796",80,24,8,1
"5797",80,24,17,1
"5798",80,24,11,1
"5799",80,24,94,1
"5800",80,24,25,1
"5801",90,24,7,1
"5802",90,24,54,1
"5803",90,24,46,1
"5804",90,24,14,1
"5805",90,24,3,1
"5806",90,24,10,1
"5807",90,24,19,1
"5808",90,24,8,1
"5809",90,24,21,1
"5810",90,24,4,1
"5811",90,24,54,1
"5812",90,24,8,1
"5813",90,24,37,1
"5814",90,24,8,1
"5815",90,24,18,1
"5816",90,24,11,1
"5817",90,24,6,1
"5818",90,24,12,1
"5819",90,24,11,1
"5820",90,24,24,1
"5821",90,24,2,1
"5822",90,24,9,1
"5823",90,24,40,1
"5824",90,24,28,1
"5825",90,24,19,1
"5826",90,24,6,1
"5827",90,24,8,1
"5828",90,24,12,1
"5829",90,24,8,1
"5830",90,24,16,1
"5831",90,24,12,1
"5832",90,24,22,1
"5833",90,24,9,1
"5834",90,24,16,1
"5835",90,24,15,1
"5836",90,24,35,1
"5837",90,24,17,1
"5838",90,24,15,1
"5839",90,24,18,1
"5840",90,24,14,1
"5841",90,24,5,1
"5842",90,24,22,1
"5843",90,24,22,1
"5844",90,24,10,1
"5845",90,24,9,1
"5846",90,24,12,1
"5847",90,24,3,1
"5848",90,24,10,1
"5849",90,24,13,1
"5850",90,24,37,1
"5851",90,24,19,1
"5852",90,24,23,1
"5853",90,24,14,1
"5854",90,24,35,1
"5855",90,24,10,1
"5856",90,24,38,1
"5857",90,24,18,1
"5858",90,24,87,1
"5859",90,24,51,1
"5860",90,24,18,1
"5861",90,24,46,1
"5862",90,24,3,1
"5863",90,24,7,1
"5864",90,24,6,1
"5865",90,24,15,1
"5866",90,24,19,1
"5867",90,24,14,1
"5868",90,24,11,1
"5869",90,24,15,1
"5870",90,24,3,1
"5871",90,24,16,1
"5872",90,24,19,1
"5873",90,24,10,1
"5874",90,24,18,1
"5875",90,24,22,1
"5876",90,24,9,1
"5877",90,24,13,1
"5878",90,24,7,1
"5879",90,24,12,1
"5880",90,24,14,1
"5881",90,24,41,1
"5882",90,24,19,1
"5883",90,24,6,1
"5884",90,24,12,1
"5885",90,24,9,1
"5886",90,24,20,1
"5887",90,24,19,1
"5888",90,24,21,1
"5889",90,24,10,1
"5890",90,24,10,1
"5891",90,24,8,1
"5892",90,24,17,1
"5893",90,24,12,1
"5894",90,24,15,1
"5895",90,24,22,1
"5896",90,24,10,1
"5897",90,24,10,1
"5898",90,24,5,1
"5899",90,24,43,1
"5900",90,24,12,1
"5901",90,24,4,1
"5902",90,24,12,1
"5903",90,24,6,1
"5904",90,24,2,1
"5905",90,24,22,1
"5906",90,24,15,1
"5907",90,24,10,1
