"","n","k","Largos","NA","distri"
"4063",60,21,9,2,2
"4064",60,21,24,2,2
"4065",60,21,42,2,2
"4066",60,21,16,2,2
"4067",60,21,6,2,2
"4068",60,21,31,2,2
"4069",60,21,7,2,2
"4070",60,21,2,2,2
"4071",60,21,15,2,2
"4072",60,21,16,2,2
"4073",60,21,47,2,2
"4074",60,21,7,2,2
"4075",60,21,6,2,2
"4076",60,21,47,2,2
"4077",60,21,21,2,2
"4078",60,21,11,2,2
"4079",60,21,25,2,2
"4080",60,21,20,2,2
"4081",60,21,72,2,2
"4082",60,21,9,2,2
"4083",60,21,3,2,2
"4084",60,21,12,2,2
"4085",60,21,12,2,2
"4086",60,21,10,2,2
"4087",60,21,27,2,2
"4088",60,21,22,2,2
"4089",60,21,65,2,2
"4090",60,21,9,2,2
"4091",60,21,17,2,2
"4092",60,21,21,2,2
"4093",60,21,10,2,2
"4094",60,21,14,2,2
"4095",60,21,144,2,2
"4096",60,21,52,2,2
"4097",60,21,6,2,2
"4098",60,21,7,2,2
"4099",60,21,97,2,2
"4100",60,21,18,2,2
"4101",60,21,7,2,2
"4102",60,21,5,2,2
"4103",60,21,13,2,2
"4104",60,21,21,2,2
"4105",60,21,22,2,2
"4106",60,21,9,2,2
"4107",60,21,8,2,2
"4108",60,21,5,2,2
"4109",60,21,18,2,2
"4110",60,21,9,2,2
"4111",60,21,14,2,2
"4112",60,21,22,2,2
"4113",60,21,40,2,2
"4114",60,21,4,2,2
"4115",60,21,12,2,2
"4116",60,21,20,2,2
"4117",60,21,10,2,2
"4118",60,21,11,2,2
"4119",60,21,17,2,2
"4120",60,21,91,2,2
"4121",60,21,26,2,2
"4122",60,21,9,2,2
"4123",60,21,5,2,2
"4124",60,21,21,2,2
"4125",60,21,167,2,2
"4126",60,21,20,2,2
"4127",60,21,19,2,2
"4128",60,21,22,2,2
"4129",60,21,9,2,2
"4130",60,21,48,2,2
"4131",60,21,14,2,2
"4132",60,21,8,2,2
"4133",60,21,21,2,2
"4134",60,21,13,2,2
"4135",60,21,5,2,2
"4136",60,21,78,2,2
"4137",60,21,13,2,2
"4138",60,21,17,2,2
"4139",60,21,10,2,2
"4140",60,21,29,2,2
"4141",60,21,14,2,2
"4142",60,21,18,2,2
"4143",60,21,8,2,2
"4144",60,21,6,2,2
"4145",60,21,7,2,2
"4146",60,21,7,2,2
"4147",60,21,6,2,2
"4148",60,21,7,2,2
"4149",60,21,40,2,2
"4150",60,21,16,2,2
"4151",60,21,12,2,2
"4152",60,21,14,2,2
"4153",60,21,21,2,2
"4154",60,21,32,2,2
"4155",60,21,9,2,2
"4156",60,21,21,2,2
"4157",60,21,35,2,2
"4158",60,21,10,2,2
"4159",60,21,5,2,2
"4160",60,21,12,2,2
"4161",60,21,7,2,2
"4162",60,21,33,2,2
"4163",60,21,59,2,2
"4164",60,21,10,2,2
"4165",60,21,12,2,2
"4166",60,21,14,2,2
"4167",60,21,5,2,2
"4168",60,21,20,2,2
"4169",60,21,99,2,2
"4170",60,21,75,2,2
"4171",60,21,23,2,2
"4172",60,21,95,2,2
"4173",60,21,5,2,2
"4174",60,21,23,2,2
"4175",60,21,21,2,2
"4176",60,21,6,2,2
"4177",60,21,18,2,2
"4178",60,21,13,2,2
"4179",60,21,3,2,2
"4180",60,21,7,2,2
"4181",60,21,14,2,2
"4182",60,21,20,2,2
"4183",60,21,9,2,2
"4184",60,21,37,2,2
"4185",60,21,9,2,2
"4186",60,21,73,2,2
"4187",60,21,6,2,2
"4188",60,21,14,2,2
"4189",60,21,15,2,2
"4190",60,21,95,2,2
"4191",60,21,24,2,2
"4192",60,21,16,2,2
"4193",60,21,5,2,2
"4194",60,21,37,2,2
"4195",60,21,16,2,2
"4196",60,21,6,2,2
"4197",60,21,67,2,2
"4198",60,21,28,2,2
"4199",60,21,11,2,2
"4200",60,21,105,2,2
"4201",70,21,12,2,2
"4202",70,21,13,2,2
"4203",70,21,6,2,2
"4204",70,21,10,2,2
"4205",70,21,10,2,2
"4206",70,21,9,2,2
"4207",70,21,24,2,2
"4208",70,21,16,2,2
"4209",70,21,2,2,2
"4210",70,21,7,2,2
"4211",70,21,19,2,2
"4212",70,21,42,2,2
"4213",70,21,23,2,2
"4214",70,21,6,2,2
"4215",70,21,8,2,2
"4216",70,21,41,2,2
"4217",70,21,13,2,2
"4218",70,21,11,2,2
"4219",70,21,17,2,2
"4220",70,21,25,2,2
"4221",70,21,13,2,2
"4222",70,21,3,2,2
"4223",70,21,9,2,2
"4224",70,21,10,2,2
"4225",70,21,13,2,2
"4226",70,21,21,2,2
"4227",70,21,41,2,2
"4228",70,21,22,2,2
"4229",70,21,7,2,2
"4230",70,21,59,2,2
"4231",70,21,5,2,2
"4232",70,21,10,2,2
"4233",70,21,10,2,2
"4234",70,21,29,2,2
"4235",70,21,6,2,2
"4236",70,21,11,2,2
"4237",70,21,18,2,2
"4238",70,21,13,2,2
"4239",70,21,6,2,2
"4240",70,21,13,2,2
"4241",70,21,11,2,2
"4242",70,21,7,2,2
"4243",70,21,34,2,2
"4244",70,21,17,2,2
"4245",70,21,18,2,2
"4246",70,21,14,2,2
"4247",70,21,8,2,2
"4248",70,21,19,2,2
"4249",70,21,19,2,2
"4250",70,21,3,2,2
"4251",70,21,13,2,2
"4252",70,21,17,2,2
"4253",70,21,11,2,2
"4254",70,21,37,2,2
"4255",70,21,36,2,2
"4256",70,21,14,2,2
"4257",70,21,16,2,2
"4258",70,21,17,2,2
"4259",70,21,16,2,2
"4260",70,21,2,2,2
"4261",70,21,8,2,2
"4262",70,21,6,2,2
"4263",70,21,12,2,2
"4264",70,21,17,2,2
"4265",70,21,23,2,2
"4266",70,21,8,2,2
"4267",70,21,32,2,2
"4268",70,21,7,2,2
"4269",70,21,8,2,2
"4270",70,21,7,2,2
"4271",70,21,13,2,2
"4272",70,21,13,2,2
"4273",70,21,41,2,2
"4274",70,21,14,2,2
"4275",70,21,53,2,2
"4276",70,21,14,2,2
"4277",70,21,22,2,2
"4278",70,21,10,2,2
"4279",70,21,6,2,2
"4280",70,21,22,2,2
"4281",70,21,9,2,2
"4282",70,21,13,2,2
"4283",70,21,13,2,2
"4284",70,21,12,2,2
"4285",70,21,7,2,2
"4286",70,21,11,2,2
"4287",70,21,15,2,2
"4288",70,21,9,2,2
"4289",70,21,4,2,2
"4290",70,21,46,2,2
"4291",70,21,16,2,2
"4292",70,21,6,2,2
"4293",70,21,18,2,2
"4294",70,21,14,2,2
"4295",70,21,6,2,2
"4296",70,21,16,2,2
"4297",70,21,8,2,2
"4298",70,21,24,2,2
"4299",70,21,12,2,2
"4300",70,21,9,2,2
"4301",70,21,17,2,2
"4302",70,21,4,2,2
"4303",70,21,36,2,2
"4304",70,21,17,2,2
"4305",70,21,13,2,2
"4306",70,21,27,2,2
"4307",70,21,44,2,2
"4308",70,21,17,2,2
"4309",70,21,17,2,2
"4310",70,21,10,2,2
"4311",70,21,15,2,2
"4312",70,21,13,2,2
"4313",70,21,11,2,2
"4314",70,21,10,2,2
"4315",70,21,14,2,2
"4316",70,21,31,2,2
"4317",70,21,37,2,2
"4318",70,21,6,2,2
"4319",70,21,38,2,2
"4320",70,21,17,2,2
"4321",70,21,10,2,2
"4322",70,21,8,2,2
"4323",70,21,10,2,2
"4324",70,21,16,2,2
"4325",70,21,19,2,2
"4326",70,21,12,2,2
"4327",70,21,17,2,2
"4328",70,21,10,2,2
"4329",70,21,6,2,2
"4330",70,21,45,2,2
"4331",70,21,38,2,2
"4332",70,21,22,2,2
"4333",70,21,11,2,2
"4334",70,21,12,2,2
"4335",70,21,17,2,2
"4336",70,21,29,2,2
"4337",70,21,13,2,2
"4338",70,21,16,2,2
"4339",70,21,14,2,2
"4340",70,21,6,2,2
"4341",70,21,5,2,2
"4342",70,21,7,2,2
"4343",70,21,12,2,2
"4344",70,21,47,2,2
"4345",70,21,19,2,2
"4346",70,21,11,2,2
"4347",70,21,40,2,2
"4348",70,21,10,2,2
"4349",70,21,8,2,2
"4350",70,21,11,2,2
"4351",70,21,30,2,2
"4352",70,21,7,2,2
"4353",70,21,14,2,2
"4354",70,21,16,2,2
"4355",70,21,16,2,2
"4356",70,21,17,2,2
"4357",70,21,13,2,2
"4358",70,21,7,2,2
"4359",70,21,9,2,2
"4360",70,21,14,2,2
"4361",70,21,16,2,2
"4362",70,21,15,2,2
"4363",70,21,4,2,2
"4364",70,21,8,2,2
"4365",70,21,11,2,2
"4366",70,21,14,2,2
"4367",70,21,57,2,2
"4368",70,21,8,2,2
"4369",70,21,93,2,2
"4370",70,21,7,2,2
"4371",70,21,16,2,2
"4372",70,21,13,2,2
"4373",70,21,18,2,2
"4374",70,21,11,2,2
"4375",70,21,5,2,2
"4376",70,21,5,2,2
"4377",70,21,6,2,2
"4378",70,21,27,2,2
"4379",70,21,17,2,2
"4380",70,21,15,2,2
"4381",70,21,11,2,2
"4382",70,21,18,2,2
"4383",70,21,9,2,2
"4384",70,21,51,2,2
"4385",70,21,21,2,2
"4386",70,21,9,2,2
"4387",70,21,7,2,2
"4388",70,21,8,2,2
"4389",70,21,4,2,2
"4390",70,21,44,2,2
"4391",70,21,38,2,2
"4392",70,21,16,2,2
"4393",70,21,12,2,2
"4394",70,21,12,2,2
"4395",70,21,10,2,2
"4396",70,21,3,2,2
"4397",70,21,8,2,2
"4398",70,21,18,2,2
"4399",70,21,8,2,2
"4400",70,21,14,2,2
"4401",80,21,6,2,2
"4402",80,21,37,2,2
"4403",80,21,13,2,2
"4404",80,21,10,2,2
"4405",80,21,9,2,2
"4406",80,21,19,2,2
"4407",80,21,18,2,2
"4408",80,21,5,2,2
"4409",80,21,7,2,2
"4410",80,21,4,2,2
"4411",80,21,65,2,2
"4412",80,21,21,2,2
"4413",80,21,9,2,2
"4414",80,21,4,2,2
"4415",80,21,3,2,2
"4416",80,21,11,2,2
"4417",80,21,13,2,2
"4418",80,21,36,2,2
"4419",80,21,5,2,2
"4420",80,21,8,2,2
"4421",80,21,20,2,2
"4422",80,21,14,2,2
"4423",80,21,25,2,2
"4424",80,21,13,2,2
"4425",80,21,12,2,2
"4426",80,21,13,2,2
"4427",80,21,24,2,2
"4428",80,21,14,2,2
"4429",80,21,42,2,2
"4430",80,21,3,2,2
"4431",80,21,10,2,2
"4432",80,21,76,2,2
"4433",80,21,18,2,2
"4434",80,21,60,2,2
"4435",80,21,10,2,2
"4436",80,21,17,2,2
"4437",80,21,13,2,2
"4438",80,21,9,2,2
"4439",80,21,26,2,2
"4440",80,21,9,2,2
"4441",80,21,16,2,2
"4442",80,21,8,2,2
"4443",80,21,20,2,2
"4444",80,21,8,2,2
"4445",80,21,26,2,2
"4446",80,21,15,2,2
"4447",80,21,10,2,2
"4448",80,21,13,2,2
"4449",80,21,9,2,2
"4450",80,21,6,2,2
"4451",80,21,13,2,2
"4452",80,21,27,2,2
"4453",80,21,16,2,2
"4454",80,21,10,2,2
"4455",80,21,28,2,2
"4456",80,21,16,2,2
"4457",80,21,7,2,2
"4458",80,21,12,2,2
"4459",80,21,8,2,2
"4460",80,21,47,2,2
"4461",80,21,7,2,2
"4462",80,21,4,2,2
"4463",80,21,19,2,2
"4464",80,21,5,2,2
"4465",80,21,95,2,2
"4466",80,21,9,2,2
"4467",80,21,9,2,2
"4468",80,21,5,2,2
"4469",80,21,13,2,2
"4470",80,21,9,2,2
"4471",80,21,10,2,2
"4472",80,21,13,2,2
"4473",80,21,6,2,2
"4474",80,21,29,2,2
"4475",80,21,11,2,2
"4476",80,21,21,2,2
"4477",80,21,11,2,2
"4478",80,21,18,2,2
"4479",80,21,126,2,2
"4480",80,21,17,2,2
"4481",80,21,23,2,2
"4482",80,21,11,2,2
"4483",80,21,13,2,2
"4484",80,21,16,2,2
"4485",80,21,16,2,2
"4486",80,21,23,2,2
"4487",80,21,20,2,2
"4488",80,21,9,2,2
"4489",80,21,11,2,2
"4490",80,21,9,2,2
"4491",80,21,26,2,2
"4492",80,21,11,2,2
"4493",80,21,20,2,2
"4494",80,21,10,2,2
"4495",80,21,16,2,2
"4496",80,21,7,2,2
"4497",80,21,48,2,2
"4498",80,21,8,2,2
"4499",80,21,13,2,2
"4500",80,21,35,2,2
"4501",80,21,15,2,2
"4502",80,21,18,2,2
"4503",80,21,13,2,2
"4504",80,21,10,2,2
"4505",80,21,15,2,2
"4506",80,21,10,2,2
"4507",80,21,12,2,2
"4508",80,21,9,2,2
"4509",80,21,13,2,2
"4510",80,21,9,2,2
"4511",80,21,12,2,2
"4512",80,21,7,2,2
"4513",80,21,21,2,2
"4514",80,21,16,2,2
"4515",80,21,11,2,2
"4516",80,21,2,2,2
"4517",80,21,22,2,2
"4518",80,21,11,2,2
"4519",80,21,17,2,2
"4520",80,21,9,2,2
"4521",80,21,13,2,2
"4522",80,21,8,2,2
"4523",80,21,30,2,2
"4524",80,21,17,2,2
"4525",80,21,33,2,2
"4526",80,21,119,2,2
"4527",80,21,13,2,2
"4528",80,21,19,2,2
"4529",80,21,6,2,2
"4530",80,21,26,2,2
"4531",80,21,7,2,2
"4532",80,21,5,2,2
"4533",80,21,12,2,2
"4534",80,21,42,2,2
"4535",80,21,13,2,2
"4536",80,21,11,2,2
"4537",80,21,15,2,2
"4538",80,21,22,2,2
"4539",80,21,13,2,2
"4540",80,21,23,2,2
"4541",80,21,8,2,2
"4542",80,21,11,2,2
"4543",80,21,20,2,2
"4544",80,21,2,2,2
"4545",80,21,12,2,2
"4546",80,21,28,2,2
"4547",80,21,9,2,2
"4548",80,21,10,2,2
"4549",80,21,5,2,2
"4550",80,21,21,2,2
"4551",80,21,39,2,2
"4552",80,21,9,2,2
"4553",80,21,10,2,2
"4554",80,21,59,2,2
"4555",80,21,17,2,2
"4556",80,21,5,2,2
"4557",80,21,21,2,2
"4558",80,21,9,2,2
"4559",80,21,16,2,2
"4560",80,21,23,2,2
"4561",80,21,5,2,2
"4562",80,21,4,2,2
"4563",80,21,22,2,2
"4564",80,21,22,2,2
"4565",80,21,5,2,2
"4566",80,21,19,2,2
"4567",80,21,22,2,2
"4568",80,21,5,2,2
"4569",80,21,17,2,2
"4570",80,21,6,2,2
"4571",80,21,54,2,2
"4572",80,21,12,2,2
"4573",80,21,16,2,2
"4574",80,21,21,2,2
"4575",80,21,6,2,2
"4576",80,21,13,2,2
"4577",80,21,112,2,2
"4578",80,21,15,2,2
"4579",80,21,9,2,2
"4580",80,21,3,2,2
"4581",80,21,17,2,2
"4582",80,21,25,2,2
"4583",80,21,27,2,2
"4584",80,21,16,2,2
"4585",80,21,30,2,2
"4586",80,21,18,2,2
"4587",80,21,31,2,2
"4588",80,21,7,2,2
"4589",80,21,11,2,2
"4590",80,21,8,2,2
"4591",80,21,6,2,2
"4592",80,21,29,2,2
"4593",80,21,2,2,2
"4594",80,21,4,2,2
"4595",80,21,13,2,2
"4596",80,21,4,2,2
"4597",80,21,13,2,2
"4598",80,21,16,2,2
"4599",80,21,33,2,2
"4600",80,21,8,2,2
"4601",90,21,14,2,2
"4602",90,21,26,2,2
"4603",90,21,20,2,2
"4604",90,21,27,2,2
"4605",90,21,7,2,2
"4606",90,21,13,2,2
"4607",90,21,11,2,2
"4608",90,21,57,2,2
"4609",90,21,4,2,2
"4610",90,21,10,2,2
"4611",90,21,14,2,2
"4612",90,21,9,2,2
"4613",90,21,8,2,2
"4614",90,21,20,2,2
"4615",90,21,20,2,2
"4616",90,21,34,2,2
"4617",90,21,51,2,2
"4618",90,21,25,2,2
"4619",90,21,83,2,2
"4620",90,21,5,2,2
"4621",90,21,11,2,2
"4622",90,21,10,2,2
"4623",90,21,22,2,2
"4624",90,21,25,2,2
"4625",90,21,16,2,2
"4626",90,21,6,2,2
"4627",90,21,14,2,2
"4628",90,21,12,2,2
"4629",90,21,13,2,2
"4630",90,21,173,2,2
"4631",90,21,6,2,2
"4632",90,21,21,2,2
"4633",90,21,15,2,2
"4634",90,21,4,2,2
"4635",90,21,17,2,2
"4636",90,21,6,2,2
"4637",90,21,30,2,2
"4638",90,21,15,2,2
"4639",90,21,4,2,2
"4640",90,21,15,2,2
"4641",90,21,5,2,2
"4642",90,21,10,2,2
"4643",90,21,18,2,2
"4644",90,21,5,2,2
"4645",90,21,19,2,2
"4646",90,21,7,2,2
"4647",90,21,14,2,2
"4648",90,21,10,2,2
"4649",90,21,13,2,2
"4650",90,21,5,2,2
"4651",90,21,15,2,2
"4652",90,21,72,2,2
"4653",90,21,13,2,2
"4654",90,21,8,2,2
"4655",90,21,11,2,2
"4656",90,21,11,2,2
"4657",90,21,15,2,2
"4658",90,21,7,2,2
"4659",90,21,14,2,2
"4660",90,21,8,2,2
"4661",90,21,11,2,2
"4662",90,21,14,2,2
"4663",90,21,23,2,2
"4664",90,21,27,2,2
"4665",90,21,14,2,2
"4666",90,21,7,2,2
"4667",90,21,14,2,2
"4668",90,21,6,2,2
"4669",90,21,10,2,2
"4670",90,21,26,2,2
"4671",90,21,6,2,2
"4672",90,21,14,2,2
"4673",90,21,13,2,2
"4674",90,21,8,2,2
"4675",90,21,17,2,2
"4676",90,21,32,2,2
"4677",90,21,18,2,2
"4678",90,21,13,2,2
"4679",90,21,9,2,2
"4680",90,21,14,2,2
"4681",90,21,21,2,2
"4682",90,21,15,2,2
"4683",90,21,23,2,2
"4684",90,21,11,2,2
"4685",90,21,10,2,2
"4686",90,21,26,2,2
"4687",90,21,19,2,2
"4688",90,21,15,2,2
"4689",90,21,18,2,2
"4690",90,21,27,2,2
"4691",90,21,6,2,2
"4692",90,21,49,2,2
"4693",90,21,12,2,2
"4694",90,21,12,2,2
"4695",90,21,24,2,2
"4696",90,21,21,2,2
"4697",90,21,12,2,2
"4698",90,21,25,2,2
"4699",90,21,8,2,2
"4700",90,21,5,2,2
"4701",90,21,4,2,2
"4702",90,21,17,2,2
"4703",90,21,17,2,2
"4704",90,21,4,2,2
"4705",90,21,10,2,2
"4706",90,21,20,2,2
"4707",90,21,21,2,2
"4708",90,21,14,2,2
"4709",90,21,11,2,2
"4710",90,21,14,2,2
"4711",90,21,137,2,2
"4712",90,21,18,2,2
"4713",90,21,15,2,2
"4714",90,21,3,2,2
"4715",90,21,13,2,2
"4716",90,21,28,2,2
"4717",90,21,6,2,2
"4718",90,21,10,2,2
"4719",90,21,11,2,2
"4720",90,21,19,2,2
"4721",90,21,63,2,2
"4722",90,21,25,2,2
"4723",90,21,8,2,2
"4724",90,21,28,2,2
"4725",90,21,2,2,2
"4726",90,21,7,2,2
"4727",90,21,6,2,2
"4728",90,21,7,2,2
"4729",90,21,15,2,2
"4730",90,21,8,2,2
"4731",90,21,8,2,2
"4732",90,21,6,2,2
"4733",90,21,11,2,2
"4734",90,21,8,2,2
"4735",90,21,8,2,2
"4736",90,21,4,2,2
"4737",90,21,10,2,2
"4738",90,21,14,2,2
"4739",90,21,8,2,2
"4740",90,21,5,2,2
"4741",90,21,8,2,2
"4742",90,21,12,2,2
"4743",90,21,7,2,2
"4744",90,21,7,2,2
"4745",90,21,9,2,2
"4746",90,21,10,2,2
"4747",90,21,13,2,2
"4748",90,21,19,2,2
"4749",90,21,21,2,2
"4750",90,21,15,2,2
"4751",90,21,14,2,2
"4752",90,21,4,2,2
"4753",90,21,19,2,2
"4754",90,21,17,2,2
"4755",90,21,13,2,2
"4756",90,21,19,2,2
"4757",90,21,13,2,2
"4758",90,21,34,2,2
"4759",90,21,10,2,2
"4760",90,21,12,2,2
"4761",90,21,10,2,2
"4762",90,21,6,2,2
"4763",90,21,34,2,2
"4764",90,21,28,2,2
"4765",90,21,36,2,2
"4766",90,21,10,2,2
"4767",90,21,21,2,2
"4768",90,21,11,2,2
"4769",90,21,19,2,2
"4770",90,21,10,2,2
"4771",90,21,9,2,2
"4772",90,21,4,2,2
"4773",90,21,22,2,2
"4774",90,21,5,2,2
"4775",90,21,19,2,2
"4776",90,21,8,2,2
"4777",90,21,3,2,2
"4778",90,21,12,2,2
"4779",90,21,5,2,2
"4780",90,21,10,2,2
"4781",90,21,80,2,2
"4782",90,21,15,2,2
"4783",90,21,8,2,2
"4784",90,21,22,2,2
"4785",90,21,11,2,2
"4786",90,21,23,2,2
"4787",90,21,17,2,2
"4788",90,21,6,2,2
"4789",90,21,11,2,2
"4790",90,21,4,2,2
"4791",90,21,14,2,2
"4792",90,21,25,2,2
"4793",90,21,11,2,2
"4794",90,21,15,2,2
"4795",90,21,21,2,2
"4796",90,21,18,2,2
"4797",90,21,7,2,2
"4798",90,21,12,2,2
"4799",90,21,10,2,2
"4800",90,21,9,2,2
"4801",40,24,90,2,2
"4802",40,24,104,2,2
"4803",40,24,76,2,2
"4804",40,24,5,2,2
"4805",40,24,26,2,2
"4806",40,24,8,2,2
"4807",40,24,27,2,2
"4808",40,24,15,2,2
"4809",40,24,17,2,2
"4810",40,24,150,2,2
"4811",40,24,20,2,2
"4812",40,24,46,2,2
"4813",40,24,76,2,2
"4814",40,24,4,2,2
"4815",40,24,26,2,2
"4816",40,24,18,2,2
"4817",40,24,26,2,2
"4818",40,24,7,2,2
"4819",40,24,12,2,2
"4820",40,24,13,2,2
"4821",40,24,73,2,2
"4822",40,24,56,2,2
"4823",40,24,6,2,2
"4824",40,24,10,2,2
"4825",40,24,18,2,2
"4826",40,24,6,2,2
"4827",40,24,10,2,2
"4828",40,24,15,2,2
"4829",40,24,8,2,2
"4830",40,24,15,2,2
"4831",40,24,12,2,2
"4832",40,24,11,2,2
"4833",40,24,27,2,2
"4834",40,24,28,2,2
"4835",40,24,10,2,2
"4836",40,24,17,2,2
"4837",40,24,19,2,2
"4838",40,24,36,2,2
"4839",40,24,9,2,2
"4840",40,24,24,2,2
"4841",40,24,13,2,2
"4842",40,24,8,2,2
"4843",40,24,151,2,2
"4844",40,24,110,2,2
"4845",40,24,83,2,2
"4846",40,24,17,2,2
"4847",40,24,13,2,2
"4848",40,24,16,2,2
"4849",40,24,14,2,2
"4850",40,24,8,2,2
"4851",40,24,17,2,2
"4852",40,24,27,2,2
"4853",40,24,16,2,2
"4854",40,24,14,2,2
"4855",40,24,60,2,2
"4856",40,24,5,2,2
"4857",40,24,5,2,2
"4858",40,24,64,2,2
"4859",40,24,41,2,2
"4860",40,24,31,2,2
"4861",40,24,47,2,2
"4862",40,24,12,2,2
"4863",40,24,52,2,2
"4864",40,24,84,2,2
"4865",40,24,34,2,2
"4866",40,24,66,2,2
"4867",40,24,19,2,2
"4868",40,24,5,2,2
"4869",40,24,62,2,2
"4870",40,24,10,2,2
"4871",40,24,14,2,2
"4872",40,24,2,2,2
"4873",40,24,33,2,2
"4874",40,24,6,2,2
"4875",40,24,7,2,2
"4876",40,24,127,2,2
"4877",40,24,48,2,2
"4878",40,24,56,2,2
"4879",40,24,7,2,2
"4880",40,24,6,2,2
"4881",40,24,5,2,2
"4882",40,24,7,2,2
"4883",40,24,18,2,2
"4884",40,24,60,2,2
"4885",40,24,16,2,2
"4886",40,24,14,2,2
"4887",40,24,13,2,2
"4888",40,24,26,2,2
"4889",40,24,24,2,2
"4890",40,24,17,2,2
"4891",40,24,5,2,2
"4892",40,24,6,2,2
"4893",40,24,87,2,2
"4894",40,24,12,2,2
"4895",40,24,25,2,2
"4896",40,24,13,2,2
"4897",40,24,9,2,2
"4898",40,24,32,2,2
"4899",40,24,4,2,2
"4900",40,24,14,2,2
"4901",40,24,15,2,2
"4902",40,24,43,2,2
"4903",40,24,7,2,2
"4904",40,24,4,2,2
"4905",40,24,51,2,2
"4906",40,24,8,2,2
"4907",40,24,15,2,2
"4908",40,24,29,2,2
"4909",40,24,43,2,2
"4910",40,24,15,2,2
"4911",40,24,5,2,2
"4912",40,24,56,2,2
"4913",40,24,5,2,2
"4914",40,24,10,2,2
"4915",40,24,14,2,2
"4916",40,24,9,2,2
"4917",40,24,16,2,2
"4918",40,24,8,2,2
"4919",40,24,43,2,2
"4920",40,24,31,2,2
"4921",40,24,7,2,2
"4922",40,24,14,2,2
"4923",40,24,5,2,2
"4924",40,24,5,2,2
"4925",40,24,14,2,2
"4926",40,24,10,2,2
"4927",40,24,91,2,2
"4928",40,24,18,2,2
"4929",40,24,14,2,2
"4930",40,24,29,2,2
"4931",40,24,8,2,2
"4932",40,24,23,2,2
"4933",40,24,12,2,2
"4934",40,24,17,2,2
"4935",40,24,14,2,2
"4936",40,24,63,2,2
"4937",40,24,10,2,2
"4938",40,24,25,2,2
"4939",40,24,82,2,2
"4940",40,24,17,2,2
"4941",40,24,20,2,2
"4942",40,24,16,2,2
"4943",40,24,141,2,2
"4944",40,24,13,2,2
"4945",40,24,9,2,2
"4946",40,24,93,2,2
"4947",40,24,44,2,2
"4948",40,24,56,2,2
"4949",40,24,84,2,2
"4950",40,24,11,2,2
"4951",40,24,28,2,2
"4952",40,24,33,2,2
"4953",40,24,21,2,2
"4954",40,24,12,2,2
"4955",40,24,35,2,2
"4956",40,24,2,2,2
"4957",40,24,18,2,2
"4958",40,24,14,2,2
"4959",40,24,7,2,2
"4960",40,24,11,2,2
"4961",40,24,24,2,2
"4962",40,24,7,2,2
"4963",40,24,15,2,2
"4964",40,24,44,2,2
"4965",40,24,9,2,2
"4966",40,24,4,2,2
"4967",40,24,40,2,2
"4968",40,24,8,2,2
"4969",40,24,12,2,2
"4970",40,24,13,2,2
"4971",40,24,24,2,2
"4972",40,24,3,2,2
"4973",40,24,36,2,2
"4974",40,24,117,2,2
"4975",40,24,19,2,2
"4976",40,24,24,2,2
"4977",40,24,14,2,2
"4978",40,24,16,2,2
"4979",40,24,113,2,2
"4980",40,24,12,2,2
"4981",40,24,124,2,2
"4982",40,24,100,2,2
"4983",40,24,9,2,2
"4984",40,24,120,2,2
"4985",40,24,25,2,2
"4986",40,24,91,2,2
"4987",40,24,24,2,2
"4988",40,24,24,2,2
"4989",40,24,13,2,2
"4990",40,24,16,2,2
"4991",40,24,49,2,2
"4992",40,24,11,2,2
"4993",40,24,13,2,2
"4994",40,24,66,2,2
"4995",40,24,15,2,2
"4996",40,24,18,2,2
"4997",40,24,15,2,2
"4998",40,24,62,2,2
"4999",40,24,14,2,2
"5000",40,24,18,2,2
"5001",50,24,12,2,2
"5002",50,24,22,2,2
"5003",50,24,32,2,2
"5004",50,24,31,2,2
"5005",50,24,11,2,2
"5006",50,24,8,2,2
"5007",50,24,5,2,2
"5008",50,24,12,2,2
"5009",50,24,7,2,2
"5010",50,24,44,2,2
"5011",50,24,47,2,2
"5012",50,24,18,2,2
"5013",50,24,9,2,2
"5014",50,24,11,2,2
"5015",50,24,14,2,2
"5016",50,24,14,2,2
"5017",50,24,12,2,2
"5018",50,24,3,2,2
"5019",50,24,23,2,2
"5020",50,24,5,2,2
"5021",50,24,10,2,2
"5022",50,24,18,2,2
"5023",50,24,36,2,2
"5024",50,24,8,2,2
"5025",50,24,33,2,2
"5026",50,24,35,2,2
"5027",50,24,14,2,2
"5028",50,24,17,2,2
"5029",50,24,15,2,2
"5030",50,24,11,2,2
"5031",50,24,22,2,2
"5032",50,24,11,2,2
"5033",50,24,11,2,2
"5034",50,24,37,2,2
"5035",50,24,16,2,2
"5036",50,24,8,2,2
"5037",50,24,12,2,2
"5038",50,24,16,2,2
"5039",50,24,34,2,2
"5040",50,24,6,2,2
"5041",50,24,47,2,2
"5042",50,24,14,2,2
"5043",50,24,64,2,2
"5044",50,24,60,2,2
"5045",50,24,16,2,2
"5046",50,24,4,2,2
"5047",50,24,16,2,2
"5048",50,24,19,2,2
"5049",50,24,16,2,2
"5050",50,24,24,2,2
"5051",50,24,43,2,2
"5052",50,24,29,2,2
"5053",50,24,15,2,2
"5054",50,24,93,2,2
"5055",50,24,11,2,2
"5056",50,24,39,2,2
"5057",50,24,81,2,2
"5058",50,24,23,2,2
"5059",50,24,14,2,2
"5060",50,24,11,2,2
